Player,Season,Pos,Team,G,ORB,DRB,AST,STL,BLK,TOV,PTS
Ronnie Price,2014.0,SG,ORL,31.0,8.0,35.0,66.0,25.0,2.0,26.0,74.0
Zach Randolph,2014.0,PF,MEM,79.0,265.0,530.0,200.0,54.0,23.0,183.0,1372.0
J.J. Redick,2014.0,SG,LAC,35.0,9.0,65.0,78.0,28.0,3.0,42.0,532.0
Rajon Rondo,2014.0,PG,BOS,30.0,22.0,142.0,294.0,40.0,2.0,99.0,350.0
Brandon Rush,2014.0,SG,UTA,38.0,5.0,39.0,24.0,5.0,9.0,20.0,79.0
Luis Scola,2014.0,PF,IND,82.0,86.0,305.0,81.0,26.0,16.0,108.0,626.0
Thabo Sefolosha,2014.0,SG,OKC,61.0,50.0,170.0,94.0,79.0,17.0,55.0,383.0
Ramon Sessions,2014.0,PG,TOT,83.0,38.0,165.0,340.0,49.0,9.0,148.0,1021.0
J.R. Smith,2014.0,SF,NYK,74.0,35.0,261.0,219.0,65.0,20.0,108.0,1071.0
Jason Smith,2014.0,PF,NOP,31.0,51.0,130.0,29.0,11.0,29.0,28.0,301.0
Marreese Speights,2014.0,C,GSW,79.0,101.0,189.0,32.0,10.0,34.0,66.0,508.0
Rodney Stuckey,2014.0,SG,DET,73.0,39.0,130.0,152.0,54.0,10.0,125.0,1012.0
Jeff Teague,2014.0,PG,ATL,79.0,34.0,174.0,528.0,89.0,17.0,232.0,1304.0
Jason Terry,2014.0,PG,BRK,35.0,4.0,33.0,56.0,13.0,0.0,27.0,159.0
Marcus Thornton,2014.0,SG,TOT,72.0,57.0,141.0,77.0,58.0,11.0,67.0,703.0
Anthony Tolliver,2014.0,PF,CHA,64.0,33.0,135.0,42.0,19.0,15.0,23.0,393.0
Beno Udrih,2014.0,SG,TOT,41.0,10.0,49.0,116.0,23.0,4.0,47.0,200.0
Anderson Varejao,2014.0,C,CLE,65.0,187.0,442.0,140.0,69.0,39.0,72.0,546.0
Dwyane Wade,2014.0,SG,MIA,54.0,60.0,181.0,252.0,79.0,29.0,161.0,1028.0
C.J. Watson,2014.0,PG,IND,63.0,19.0,82.0,107.0,60.0,8.0,60.0,414.0
David West,2014.0,PF,IND,80.0,120.0,422.0,223.0,61.0,74.0,133.0,1118.0
Russell Westbrook,2014.0,PG,OKC,46.0,55.0,208.0,319.0,88.0,7.0,177.0,1002.0
Deron Williams,2014.0,PG,BRK,64.0,15.0,153.0,392.0,93.0,13.0,143.0,915.0
Lou Williams,2014.0,PG,ATL,60.0,10.0,114.0,210.0,45.0,4.0,92.0,625.0
Nick Young,2014.0,SG,LAL,64.0,29.0,137.0,95.0,46.0,12.0,95.0,1144.0
Thaddeus Young,2014.0,PF,PHI,79.0,166.0,310.0,182.0,167.0,36.0,165.0,1417.0
Arron Afflalo,2015.0,SG,TOT,78.0,27.0,220.0,129.0,41.0,7.0,116.0,1035.0
LaMarcus Aldridge,2015.0,PF,POR,71.0,177.0,549.0,124.0,48.0,68.0,122.0,1661.0
Tony Allen,2015.0,SG,MEM,63.0,103.0,177.0,86.0,129.0,30.0,86.0,539.0
Chris Andersen,2015.0,C,MIA,60.0,76.0,223.0,43.0,26.0,61.0,40.0,320.0
Ryan Anderson,2015.0,PF,NOP,61.0,108.0,187.0,55.0,33.0,20.0,62.0,833.0
Carmelo Anthony,2015.0,SF,NYK,40.0,72.0,192.0,122.0,40.0,17.0,89.0,966.0
Joel Anthony,2015.0,C,DET,49.0,32.0,61.0,5.0,12.0,49.0,12.0,87.0
Trevor Ariza,2015.0,SF,HOU,82.0,77.0,382.0,209.0,152.0,17.0,141.0,1048.0
D.J. Augustin,2015.0,PG,TOT,82.0,20.0,141.0,353.0,49.0,3.0,145.0,777.0
Leandro Barbosa,2015.0,SG,GSW,66.0,23.0,68.0,99.0,41.0,8.0,44.0,467.0
J.J. Barea,2015.0,PG,DAL,77.0,23.0,111.0,263.0,33.0,1.0,70.0,580.0
Matt Barnes,2015.0,SF,LAC,76.0,51.0,251.0,114.0,67.0,50.0,87.0,764.0
Brandon Bass,2015.0,PF,BOS,82.0,139.0,259.0,104.0,41.0,32.0,83.0,866.0
Nicolas Batum,2015.0,SF,POR,71.0,62.0,354.0,341.0,78.0,40.0,132.0,664.0
Jerryd Bayless,2015.0,PG,MIL,77.0,22.0,189.0,233.0,59.0,12.0,133.0,598.0
Michael Beasley,2015.0,PF,MIA,24.0,12.0,77.0,32.0,15.0,13.0,37.0,212.0
Marco Belinelli,2015.0,SG,SAS,62.0,26.0,131.0,94.0,31.0,3.0,61.0,568.0
Andrew Bogut,2015.0,C,GSW,67.0,141.0,402.0,180.0,39.0,113.0,106.0,422.0
Corey Brewer,2015.0,SF,TOT,80.0,80.0,217.0,173.0,114.0,19.0,131.0,917.0
Jose Calderon,2015.0,PG,NYK,42.0,19.0,105.0,198.0,31.0,0.0,75.0,382.0
DeMarre Carroll,2015.0,SF,ATL,70.0,99.0,273.0,118.0,94.0,17.0,75.0,883.0
Vince Carter,2015.0,SG,MEM,66.0,27.0,106.0,79.0,43.0,14.0,43.0,384.0
Tyson Chandler,2015.0,C,DAL,75.0,294.0,570.0,84.0,42.0,91.0,105.0,771.0
Darren Collison,2015.0,PG,SAC,45.0,19.0,124.0,252.0,67.0,14.0,112.0,725.0
Nick Collison,2015.0,PF,OKC,66.0,90.0,160.0,90.0,35.0,25.0,45.0,273.0
Mike Conley,2015.0,PG,MEM,70.0,29.0,180.0,375.0,89.0,14.0,156.0,1107.0
Dante Cunningham,2015.0,PF,NOP,66.0,70.0,186.0,50.0,46.0,37.0,35.0,340.0
Stephen Curry,2015.0,PG,GSW,80.0,56.0,285.0,619.0,163.0,16.0,249.0,1900.0
Luol Deng,2015.0,SF,MIA,72.0,103.0,273.0,139.0,65.0,22.0,108.0,1007.0
DeMar DeRozan,2015.0,SG,TOR,60.0,41.0,236.0,210.0,73.0,11.0,137.0,1204.0
Boris Diaw,2015.0,PF,SAS,81.0,78.0,270.0,233.0,36.0,23.0,126.0,708.0
Goran Dragic,2015.0,SG-PG,TOT,78.0,81.0,193.0,350.0,78.0,15.0,173.0,1275.0
Jared Dudley,2015.0,SG,MIL,72.0,45.0,175.0,130.0,72.0,11.0,62.0,518.0
Mike Dunleavy,2015.0,SF,CHI,63.0,28.0,220.0,114.0,39.0,21.0,60.0,595.0
Kevin Durant,2015.0,SF,OKC,27.0,16.0,162.0,110.0,24.0,25.0,74.0,686.0
Wayne Ellington,2015.0,SG,LAL,65.0,31.0,179.0,105.0,33.0,2.0,50.0,650.0
Monta Ellis,2015.0,SG,DAL,80.0,34.0,156.0,329.0,148.0,25.0,198.0,1513.0
Tyreke Evans,2015.0,SG,NOP,79.0,82.0,334.0,521.0,100.0,37.0,246.0,1313.0
Raymond Felton,2015.0,PG,DAL,29.0,2.0,24.0,41.0,11.0,4.0,18.0,108.0
Randy Foye,2015.0,SG,DEN,50.0,9.0,76.0,119.0,34.0,11.0,60.0,435.0
Marc Gasol,2015.0,C,MEM,81.0,115.0,515.0,307.0,70.0,131.0,176.0,1413.0
Pau Gasol,2015.0,PF,CHI,78.0,220.0,699.0,210.0,25.0,147.0,158.0,1446.0
Rudy Gay,2015.0,SF,SAC,68.0,98.0,301.0,250.0,71.0,41.0,183.0,1432.0
Alonzo Gee,2015.0,SF,TOT,54.0,37.0,57.0,25.0,35.0,7.0,33.0,241.0
Taj Gibson,2015.0,PF,CHI,62.0,162.0,234.0,71.0,36.0,75.0,77.0,640.0
Manu Ginobili,2015.0,SG,SAS,70.0,28.0,183.0,293.0,67.0,20.0,154.0,738.0
Eric Gordon,2015.0,SG,NOP,61.0,28.0,131.0,229.0,50.0,14.0,122.0,818.0
Marcin Gortat,2015.0,C,WAS,82.0,180.0,537.0,97.0,49.0,110.0,100.0,1001.0
Danny Green,2015.0,SG,SAS,81.0,54.0,289.0,158.0,101.0,87.0,93.0,946.0
James Harden,2015.0,SG,HOU,81.0,75.0,384.0,565.0,154.0,60.0,321.0,2217.0
Devin Harris,2015.0,PG,DAL,76.0,13.0,122.0,237.0,78.0,14.0,85.0,665.0
Udonis Haslem,2015.0,PF,MIA,62.0,71.0,187.0,46.0,21.0,13.0,41.0,261.0
Spencer Hawes,2015.0,PF,LAC,73.0,30.0,228.0,88.0,24.0,53.0,61.0,425.0
Gerald Henderson,2015.0,SG,CHO,80.0,36.0,237.0,206.0,51.0,22.0,110.0,969.0
Roy Hibbert,2015.0,C,IND,76.0,156.0,384.0,84.0,18.0,125.0,107.0,802.0
Nene Hilario,2015.0,PF,WAS,67.0,84.0,261.0,123.0,66.0,22.0,124.0,737.0
George Hill,2015.0,PG,IND,43.0,25.0,154.0,220.0,44.0,14.0,69.0,692.0
Jordan Hill,2015.0,C,LAL,70.0,174.0,382.0,103.0,34.0,52.0,106.0,841.0
Jrue Holiday,2015.0,PG,NOP,40.0,32.0,103.0,274.0,63.0,23.0,91.0,592.0
Al Horford,2015.0,C,ATL,76.0,131.0,413.0,244.0,68.0,98.0,100.0,1156.0
Dwight Howard,2015.0,C,HOU,41.0,110.0,321.0,50.0,28.0,53.0,115.0,646.0
Kris Humphries,2015.0,PF,WAS,64.0,118.0,298.0,57.0,34.0,25.0,46.0,509.0
Serge Ibaka,2015.0,PF,OKC,64.0,135.0,364.0,55.0,30.0,155.0,97.0,917.0
Andre Iguodala,2015.0,SF,GSW,77.0,44.0,213.0,228.0,89.0,25.0,88.0,604.0
Ersan Ilyasova,2015.0,PF,MIL,58.0,80.0,197.0,56.0,36.0,19.0,45.0,669.0
Jarrett Jack,2015.0,PG,BRK,80.0,19.0,226.0,373.0,75.0,13.0,191.0,957.0
LeBron James,2015.0,SF,CLE,69.0,51.0,365.0,511.0,109.0,49.0,272.0,1743.0
Al Jefferson,2015.0,C,CHO,65.0,99.0,449.0,113.0,47.0,84.0,68.0,1082.0
Richard Jefferson,2015.0,SF,DAL,74.0,25.0,158.0,61.0,32.0,11.0,52.0,432.0
Brandon Jennings,2015.0,PG,DET,41.0,21.0,83.0,272.0,44.0,4.0,90.0,632.0
Amir Johnson,2015.0,PF,TOR,75.0,159.0,297.0,117.0,44.0,59.0,110.0,694.0
James Johnson,2015.0,PF,TOR,70.0,61.0,196.0,95.0,54.0,70.0,79.0,554.0
Joe Johnson,2015.0,SG,BRK,80.0,53.0,331.0,292.0,59.0,14.0,137.0,1154.0
James Jones,2015.0,SF,CLE,57.0,9.0,53.0,24.0,13.0,8.0,13.0,250.0
DeAndre Jordan,2015.0,C,LAC,82.0,397.0,829.0,61.0,81.0,183.0,109.0,946.0
Kyle Korver,2015.0,SG,ATL,75.0,15.0,289.0,196.0,52.0,42.0,107.0,911.0
Kosta Koufos,2015.0,C,MEM,81.0,121.0,305.0,37.0,29.0,63.0,69.0,419.0
Ty Lawson,2015.0,PG,DEN,75.0,42.0,192.0,720.0,92.0,9.0,185.0,1143.0
Courtney Lee,2015.0,SG,MEM,77.0,21.0,157.0,151.0,75.0,12.0,78.0,777.0
David Lee,2015.0,PF,GSW,49.0,81.0,176.0,85.0,31.0,26.0,49.0,388.0
Shaun Livingston,2015.0,PG,GSW,78.0,43.0,140.0,259.0,49.0,20.0,102.0,461.0
Brook Lopez,2015.0,C,BRK,72.0,214.0,321.0,50.0,43.0,126.0,104.0,1236.0
Robin Lopez,2015.0,C,POR,59.0,190.0,204.0,55.0,16.0,84.0,73.0,566.0
Kevin Love,2015.0,PF,CLE,75.0,142.0,589.0,168.0,51.0,39.0,122.0,1228.0
Kyle Lowry,2015.0,PG,TOR,70.0,54.0,274.0,473.0,109.0,13.0,173.0,1244.0
Ian Mahinmi,2015.0,C,IND,61.0,105.0,251.0,33.0,30.0,46.0,59.0,265.0
Wesley Matthews,2015.0,SG,POR,60.0,38.0,184.0,139.0,77.0,10.0,81.0,956.0
Luc Mbah,2015.0,PF,PHI,67.0,82.0,246.0,106.0,81.0,21.0,99.0,660.0
JaVale McGee,2015.0,C,TOT,23.0,18.0,43.0,3.0,2.0,20.0,18.0,106.0
Josh McRoberts,2015.0,PF,MIA,17.0,7.0,38.0,33.0,12.0,3.0,22.0,72.0
Jodie Meeks,2015.0,SG,DET,60.0,12.0,92.0,79.0,59.0,6.0,57.0,663.0
C.J. Miles,2015.0,SG,IND,70.0,18.0,196.0,75.0,60.0,26.0,73.0,942.0
Mike Miller,2015.0,SF,CLE,52.0,4.0,87.0,46.0,14.0,4.0,23.0,109.0
Paul Millsap,2015.0,PF,ATL,73.0,139.0,431.0,223.0,130.0,69.0,166.0,1218.0
Anthony Morrow,2015.0,SG,OKC,74.0,40.0,155.0,60.0,54.0,11.0,38.0,790.0
Jameer Nelson,2015.0,PG,TOT,63.0,33.0,113.0,253.0,47.0,6.0,109.0,523.0
Steve Novak,2015.0,SF-PF,TOT,35.0,2.0,20.0,11.0,0.0,2.0,5.0,63.0
Dirk Nowitzki,2015.0,PF,DAL,77.0,44.0,413.0,143.0,39.0,33.0,82.0,1333.0
Tony Parker,2015.0,PG,SAS,68.0,15.0,114.0,335.0,44.0,2.0,146.0,976.0
Chris Paul,2015.0,PG,LAC,82.0,52.0,324.0,838.0,156.0,15.0,190.0,1564.0
Paul Pierce,2015.0,SF,WAS,73.0,45.0,249.0,144.0,46.0,24.0,92.0,868.0
Ronnie Price,2015.0,PG,LAL,43.0,19.0,50.0,165.0,67.0,4.0,52.0,221.0
Zach Randolph,2015.0,PF,MEM,71.0,225.0,522.0,153.0,69.0,14.0,156.0,1143.0
J.J. Redick,2015.0,SG,LAC,78.0,22.0,145.0,137.0,39.0,8.0,95.0,1277.0
Rajon Rondo,2015.0,PG,TOT,68.0,73.0,300.0,538.0,91.0,7.0,210.0,608.0
Brandon Rush,2015.0,SG,GSW,33.0,4.0,37.0,12.0,5.0,12.0,11.0,30.0
Luis Scola,2015.0,PF,IND,81.0,138.0,388.0,105.0,47.0,18.0,94.0,763.0
Thabo Sefolosha,2015.0,SF,ATL,52.0,53.0,170.0,75.0,53.0,21.0,38.0,278.0
Ramon Sessions,2015.0,PG,TOT,64.0,23.0,121.0,182.0,29.0,0.0,86.0,402.0
J.R. Smith,2015.0,SG,TOT,70.0,30.0,188.0,195.0,82.0,22.0,97.0,847.0
Jason Smith,2015.0,C,NYK,82.0,98.0,226.0,140.0,32.0,44.0,104.0,656.0
Marreese Speights,2015.0,C,GSW,76.0,109.0,216.0,72.0,20.0,34.0,82.0,791.0
Rodney Stuckey,2015.0,PG,IND,71.0,36.0,212.0,219.0,56.0,10.0,118.0,896.0
Jeff Teague,2015.0,PG,ATL,73.0,30.0,154.0,513.0,125.0,31.0,205.0,1162.0
Jason Terry,2015.0,SG,HOU,77.0,15.0,106.0,147.0,66.0,19.0,74.0,541.0
Marcus Thornton,2015.0,SG,TOT,48.0,23.0,63.0,36.0,27.0,7.0,27.0,380.0
Anthony Tolliver,2015.0,PF,TOT,76.0,51.0,185.0,59.0,24.0,16.0,51.0,482.0
Beno Udrih,2015.0,PG,MEM,79.0,20.0,123.0,220.0,46.0,8.0,89.0,605.0
Anderson Varejao,2015.0,C,CLE,26.0,57.0,113.0,35.0,19.0,16.0,35.0,255.0
Dwyane Wade,2015.0,SG,MIA,62.0,58.0,161.0,299.0,73.0,21.0,209.0,1331.0
C.J. Watson,2015.0,PG,IND,57.0,18.0,145.0,208.0,57.0,9.0,100.0,570.0
David West,2015.0,PF,IND,66.0,108.0,341.0,223.0,48.0,48.0,120.0,769.0
Russell Westbrook,2015.0,PG,OKC,67.0,124.0,364.0,574.0,140.0,14.0,293.0,1886.0
Deron Williams,2015.0,PG,BRK,68.0,29.0,208.0,448.0,64.0,17.0,154.0,884.0
Lou Williams,2015.0,SG,TOR,80.0,24.0,127.0,164.0,88.0,10.0,101.0,1242.0
Nick Young,2015.0,SG,LAL,42.0,17.0,79.0,41.0,23.0,11.0,44.0,563.0
Thaddeus Young,2015.0,PF,TOT,76.0,127.0,284.0,173.0,124.0,25.0,117.0,1071.0
Arron Afflalo,2016.0,SG,NYK,71.0,23.0,243.0,144.0,25.0,10.0,82.0,909.0
LaMarcus Aldridge,2016.0,PF,SAS,74.0,176.0,456.0,110.0,38.0,81.0,99.0,1331.0
Tony Allen,2016.0,SG,MEM,64.0,104.0,192.0,70.0,110.0,18.0,78.0,535.0
Chris Andersen,2016.0,C,TOT,27.0,36.0,62.0,12.0,15.0,13.0,9.0,105.0
Ryan Anderson,2016.0,PF,NOP,66.0,131.0,265.0,73.0,38.0,25.0,90.0,1124.0
Carmelo Anthony,2016.0,SF,NYK,72.0,98.0,458.0,299.0,62.0,38.0,176.0,1573.0
Joel Anthony,2016.0,C,DET,19.0,8.0,13.0,1.0,2.0,12.0,2.0,18.0
Trevor Ariza,2016.0,SF,HOU,81.0,67.0,299.0,188.0,160.0,26.0,113.0,1025.0
D.J. Augustin,2016.0,PG,TOT,62.0,8.0,87.0,198.0,38.0,4.0,84.0,467.0
Leandro Barbosa,2016.0,SG,GSW,68.0,28.0,89.0,82.0,44.0,10.0,53.0,433.0
J.J. Barea,2016.0,PG,DAL,74.0,26.0,126.0,302.0,26.0,2.0,113.0,808.0
Matt Barnes,2016.0,SF,MEM,76.0,84.0,336.0,163.0,78.0,57.0,121.0,758.0
Brandon Bass,2016.0,PF,LAL,66.0,104.0,181.0,74.0,33.0,55.0,42.0,473.0
Nicolas Batum,2016.0,SF,CHO,70.0,55.0,373.0,403.0,65.0,43.0,205.0,1046.0
Jerryd Bayless,2016.0,SG,MIL,52.0,21.0,120.0,163.0,47.0,11.0,73.0,541.0
Michael Beasley,2016.0,PF,HOU,20.0,29.0,69.0,16.0,11.0,9.0,24.0,255.0
Marco Belinelli,2016.0,SG,SAC,68.0,10.0,107.0,127.0,37.0,2.0,80.0,696.0
Andrew Bogut,2016.0,C,GSW,70.0,121.0,371.0,162.0,33.0,114.0,83.0,375.0
Corey Brewer,2016.0,SF,HOU,82.0,42.0,157.0,109.0,84.0,19.0,78.0,590.0
Jose Calderon,2016.0,PG,NYK,72.0,22.0,207.0,298.0,63.0,7.0,87.0,544.0
DeMarre Carroll,2016.0,SF,TOR,26.0,31.0,91.0,27.0,44.0,6.0,28.0,286.0
Vince Carter,2016.0,SG,MEM,60.0,31.0,115.0,56.0,38.0,16.0,35.0,395.0
Tyson Chandler,2016.0,C,PHO,66.0,175.0,401.0,64.0,36.0,44.0,93.0,472.0
Darren Collison,2016.0,PG,SAC,74.0,28.0,141.0,318.0,76.0,4.0,130.0,1035.0
Nick Collison,2016.0,PF,OKC,59.0,68.0,103.0,52.0,15.0,16.0,50.0,123.0
Mike Conley,2016.0,PG,MEM,56.0,26.0,138.0,342.0,67.0,16.0,84.0,857.0
Dante Cunningham,2016.0,SF,NOP,80.0,57.0,179.0,77.0,42.0,33.0,41.0,484.0
Stephen Curry,2016.0,PG,GSW,79.0,68.0,362.0,527.0,169.0,15.0,262.0,2375.0
Luol Deng,2016.0,PF,MIA,74.0,108.0,335.0,140.0,74.0,29.0,81.0,911.0
DeMar DeRozan,2016.0,SG,TOR,78.0,64.0,285.0,315.0,81.0,21.0,175.0,1830.0
Boris Diaw,2016.0,PF,SAS,76.0,58.0,175.0,176.0,26.0,21.0,97.0,485.0
Goran Dragic,2016.0,PG,MIA,72.0,54.0,223.0,419.0,71.0,17.0,185.0,1018.0
Jared Dudley,2016.0,PF,WAS,81.0,54.0,232.0,170.0,75.0,18.0,80.0,638.0
Mike Dunleavy,2016.0,SF,CHI,31.0,8.0,75.0,39.0,14.0,10.0,26.0,222.0
Kevin Durant,2016.0,SF,OKC,72.0,45.0,544.0,361.0,69.0,85.0,250.0,2029.0
Wayne Ellington,2016.0,SG,BRK,76.0,20.0,154.0,83.0,48.0,5.0,45.0,586.0
Monta Ellis,2016.0,SG,IND,81.0,42.0,229.0,383.0,150.0,37.0,203.0,1121.0
Tyreke Evans,2016.0,SG,NOP,25.0,20.0,109.0,164.0,32.0,8.0,73.0,379.0
Raymond Felton,2016.0,PG,DAL,80.0,36.0,222.0,284.0,68.0,15.0,121.0,763.0
Randy Foye,2016.0,SG,TOT,81.0,24.0,132.0,161.0,39.0,29.0,86.0,474.0
Marc Gasol,2016.0,C,MEM,52.0,58.0,304.0,196.0,50.0,70.0,118.0,861.0
Pau Gasol,2016.0,C,CHI,72.0,155.0,638.0,294.0,42.0,146.0,164.0,1187.0
Rudy Gay,2016.0,SF,SAC,70.0,103.0,353.0,120.0,100.0,51.0,139.0,1204.0
Alonzo Gee,2016.0,SF,NOP,73.0,60.0,185.0,72.0,63.0,13.0,55.0,325.0
Taj Gibson,2016.0,PF,CHI,73.0,206.0,298.0,106.0,47.0,77.0,78.0,627.0
Manu Ginobili,2016.0,SG,SAS,58.0,26.0,120.0,177.0,66.0,11.0,99.0,555.0
Eric Gordon,2016.0,SG,NOP,45.0,10.0,89.0,121.0,43.0,14.0,73.0,686.0
Marcin Gortat,2016.0,C,WAS,75.0,222.0,519.0,106.0,47.0,96.0,121.0,1012.0
Danny Green,2016.0,SG,SAS,79.0,48.0,255.0,141.0,79.0,64.0,75.0,572.0
James Harden,2016.0,SG,HOU,82.0,63.0,438.0,612.0,139.0,51.0,374.0,2376.0
Devin Harris,2016.0,PG,DAL,64.0,18.0,120.0,118.0,60.0,13.0,66.0,487.0
Udonis Haslem,2016.0,PF,MIA,37.0,10.0,65.0,14.0,5.0,2.0,5.0,59.0
Spencer Hawes,2016.0,PF,CHO,57.0,51.0,193.0,109.0,22.0,27.0,58.0,340.0
Gerald Henderson,2016.0,SG,POR,72.0,30.0,181.0,75.0,39.0,19.0,68.0,624.0
Roy Hibbert,2016.0,C,LAL,81.0,132.0,266.0,95.0,32.0,110.0,76.0,481.0
Nene Hilario,2016.0,PF,WAS,57.0,52.0,207.0,97.0,54.0,26.0,76.0,525.0
George Hill,2016.0,PG,IND,74.0,58.0,240.0,259.0,83.0,17.0,101.0,894.0
Jordan Hill,2016.0,C,IND,73.0,156.0,295.0,87.0,36.0,37.0,92.0,645.0
Jrue Holiday,2016.0,PG,NOP,65.0,27.0,168.0,391.0,88.0,22.0,167.0,1089.0
Al Horford,2016.0,C,ATL,82.0,148.0,448.0,263.0,68.0,121.0,107.0,1249.0
Dwight Howard,2016.0,C,HOU,71.0,238.0,597.0,98.0,69.0,113.0,166.0,976.0
Kris Humphries,2016.0,PF,TOT,53.0,57.0,161.0,36.0,16.0,23.0,38.0,343.0
Serge Ibaka,2016.0,PF,OKC,78.0,141.0,392.0,66.0,38.0,148.0,108.0,983.0
Andre Iguodala,2016.0,SF,GSW,65.0,52.0,211.0,219.0,73.0,19.0,79.0,457.0
Ersan Ilyasova,2016.0,PF,TOT,74.0,144.0,259.0,67.0,52.0,33.0,71.0,767.0
Jarrett Jack,2016.0,PG,BRK,32.0,9.0,127.0,236.0,34.0,7.0,94.0,411.0
LeBron James,2016.0,SF,CLE,76.0,111.0,454.0,514.0,104.0,49.0,249.0,1920.0
Al Jefferson,2016.0,C,CHO,47.0,57.0,244.0,70.0,30.0,41.0,34.0,562.0
Richard Jefferson,2016.0,SF,CLE,74.0,15.0,113.0,59.0,33.0,14.0,43.0,410.0
Brandon Jennings,2016.0,PG,TOT,48.0,16.0,80.0,170.0,29.0,7.0,57.0,332.0
Amir Johnson,2016.0,PF,BOS,79.0,178.0,327.0,138.0,52.0,83.0,94.0,577.0
James Johnson,2016.0,PF,TOR,57.0,28.0,98.0,67.0,29.0,33.0,54.0,287.0
Joe Johnson,2016.0,SF,TOT,81.0,49.0,243.0,318.0,61.0,4.0,159.0,992.0
James Jones,2016.0,SF,CLE,48.0,8.0,42.0,14.0,11.0,10.0,13.0,178.0
DeAndre Jordan,2016.0,C,LAC,77.0,267.0,792.0,90.0,51.0,177.0,107.0,980.0
Kyle Korver,2016.0,SG,ATL,80.0,14.0,246.0,164.0,60.0,35.0,98.0,739.0
Kosta Koufos,2016.0,C,SAC,78.0,169.0,254.0,33.0,40.0,70.0,48.0,529.0
Ty Lawson,2016.0,PG,TOT,66.0,26.0,94.0,237.0,53.0,7.0,95.0,373.0
Courtney Lee,2016.0,SG,TOT,79.0,29.0,176.0,136.0,85.0,28.0,72.0,761.0
David Lee,2016.0,PF,TOT,55.0,101.0,204.0,84.0,22.0,28.0,66.0,427.0
Shaun Livingston,2016.0,PG,GSW,78.0,42.0,127.0,237.0,57.0,27.0,78.0,488.0
Brook Lopez,2016.0,C,BRK,73.0,204.0,369.0,147.0,58.0,124.0,175.0,1501.0
Robin Lopez,2016.0,C,NYK,82.0,268.0,334.0,114.0,16.0,129.0,133.0,842.0
Kevin Love,2016.0,PF,CLE,77.0,149.0,613.0,186.0,58.0,41.0,142.0,1234.0
Kyle Lowry,2016.0,PG,TOR,77.0,55.0,310.0,494.0,158.0,34.0,225.0,1634.0
Ian Mahinmi,2016.0,C,IND,71.0,138.0,369.0,104.0,65.0,75.0,100.0,660.0
Wesley Matthews,2016.0,SF,DAL,78.0,27.0,211.0,151.0,78.0,17.0,78.0,977.0
Luc Mbah,2016.0,PF,LAC,75.0,60.0,111.0,30.0,44.0,19.0,34.0,231.0
JaVale McGee,2016.0,C,DAL,34.0,53.0,80.0,3.0,5.0,26.0,21.0,172.0
Josh McRoberts,2016.0,PF,MIA,42.0,22.0,83.0,81.0,18.0,7.0,30.0,150.0
Jodie Meeks,2016.0,SG,DET,3.0,1.0,4.0,3.0,0.0,0.0,1.0,22.0
C.J. Miles,2016.0,SF,IND,64.0,25.0,150.0,63.0,53.0,29.0,70.0,753.0
Mike Miller,2016.0,SF,DEN,47.0,6.0,47.0,40.0,13.0,4.0,17.0,63.0
Paul Millsap,2016.0,PF,ATL,81.0,198.0,534.0,265.0,147.0,139.0,191.0,1385.0
Anthony Morrow,2016.0,SG,OKC,68.0,10.0,52.0,24.0,22.0,5.0,17.0,380.0
Jameer Nelson,2016.0,PG,DEN,39.0,19.0,96.0,190.0,25.0,5.0,66.0,299.0
Steve Novak,2016.0,PF,TOT,10.0,0.0,5.0,0.0,0.0,0.0,1.0,24.0
Dirk Nowitzki,2016.0,PF,DAL,75.0,52.0,437.0,132.0,52.0,52.0,84.0,1372.0
Tony Parker,2016.0,PG,SAS,72.0,17.0,159.0,379.0,54.0,11.0,131.0,857.0
Chris Paul,2016.0,PG,LAC,74.0,39.0,271.0,738.0,152.0,13.0,194.0,1446.0
Paul Pierce,2016.0,SF,LAC,68.0,12.0,174.0,71.0,33.0,17.0,58.0,417.0
Ronnie Price,2016.0,PG,PHO,62.0,25.0,74.0,147.0,74.0,13.0,70.0,331.0
Zach Randolph,2016.0,PF,MEM,68.0,179.0,350.0,142.0,43.0,13.0,105.0,1040.0
J.J. Redick,2016.0,SG,LAC,75.0,10.0,129.0,106.0,42.0,5.0,78.0,1226.0
Rajon Rondo,2016.0,PG,SAC,72.0,77.0,358.0,839.0,141.0,10.0,278.0,859.0
Brandon Rush,2016.0,SG,GSW,72.0,21.0,160.0,57.0,20.0,23.0,33.0,305.0
Luis Scola,2016.0,PF,TOR,76.0,84.0,276.0,66.0,46.0,27.0,68.0,664.0
Thabo Sefolosha,2016.0,SF,ATL,75.0,52.0,282.0,107.0,85.0,37.0,68.0,480.0
Ramon Sessions,2016.0,PG,WAS,82.0,25.0,178.0,239.0,46.0,5.0,115.0,810.0
J.R. Smith,2016.0,SG,CLE,77.0,43.0,174.0,130.0,81.0,21.0,59.0,955.0
Jason Smith,2016.0,C,ORL,76.0,53.0,166.0,62.0,33.0,65.0,57.0,546.0
Marreese Speights,2016.0,C,GSW,72.0,77.0,162.0,61.0,19.0,34.0,66.0,512.0
Rodney Stuckey,2016.0,PG,IND,58.0,19.0,137.0,142.0,43.0,8.0,76.0,517.0
Jeff Teague,2016.0,PG,ATL,79.0,33.0,181.0,470.0,97.0,24.0,218.0,1239.0
